# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG4998	FBgn0036612	FBtr0075377	protein_coding	0	0	0	73	1	0	0	19	0	13	0	0	0	0	0	0	0	0	0	0	40
CG4998	FBgn0036612	FBtr0110866	protein_coding	0	0	0	73	1	0	0	19	0	13	0	0	0	0	0	0	0	0	0	0	40
CG5001	FBgn0031322	FBtr0077972	protein_coding	0	0	0	23	0	0	5	2	0	15	0	0	0	0	0	0	0	0	0	0	1
CG5001	FBgn0031322	FBtr0307056	protein_coding	0	0	0	23	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0
CG5001	FBgn0031322	FBtr0307057	protein_coding	0	0	0	23	0	0	5	2	0	15	0	0	0	0	0	0	0	0	0	0	1
CG5001	FBgn0031322	FBtr0335379	protein_coding	0	0	0	23	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0
CG5002	FBgn0034275	FBtr0089546	protein_coding	0	3	1	31	0	0	0	15	0	4	1	0	0	0	0	0	0	0	0	3	12
CG5003	FBgn0039554	FBtr0085272	protein_coding	0	0	0	38	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5004	FBgn0260748	FBtr0074386	protein_coding	0	3	0	18	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	3	1
CG5004	FBgn0260748	FBtr0302375	protein_coding	0	3	0	8	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	4
CG5004	FBgn0260748	FBtr0302376	protein_coding	0	3	0	8	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	4
CG5004	FBgn0260748	FBtr0302377	protein_coding	0	0	0	7	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3
CG5004	FBgn0260748	FBtr0343201	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
CG5004	FBgn0260748	FBtr0346797	protein_coding	0	0	0	7	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3
CG5009	FBgn0027572	FBtr0089548	protein_coding	0	1	0	24	0	1	3	3	0	1	0	0	0	0	0	0	0	0	0	0	17
CG5011	FBgn0040723	FBtr0077973	protein_coding	0	0	0	23	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3
CG5011	FBgn0040723	FBtr0335382	protein_coding	0	0	0	23	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3
CG5013	FBgn0038396	FBtr0083223	protein_coding	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
CG5021	FBgn0035944	FBtr0076513	protein_coding	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7
CG5021	FBgn0035944	FBtr0076514	protein_coding	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7
CG5021	FBgn0035944	FBtr0301139	protein_coding	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7
CG5021	FBgn0035944	FBtr0301140	protein_coding	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7
CG5022	FBgn0032225	FBtr0079999	protein_coding	0	0	0	29	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	8
CG5023	FBgn0038774	FBtr0083866	protein_coding	0	0	0	151	1	0	3	61	0	57	0	0	0	0	0	0	0	0	0	0	29
CG5024	FBgn0039373	FBtr0084902	protein_coding	0	0	0	60	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	31
CG5024	FBgn0039373	FBtr0301962	protein_coding	0	0	0	60	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	31
CG5026	FBgn0035945	FBtr0076515	protein_coding	0	0	0	16	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
CG5026	FBgn0035945	FBtr0076516	protein_coding	0	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CG5026	FBgn0035945	FBtr0301141	protein_coding	0	0	0	16	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9
CG5027	FBgn0036579	FBtr0075457	protein_coding	0	1	0	23	0	0	3	10	0	1	0	0	0	0	0	0	0	0	0	1	9
CG5028	FBgn0039358	FBtr0084901	protein_coding	0	0	1	50	1	0	0	35	0	8	1	0	0	0	0	0	0	0	0	0	6
CG5028	FBgn0039358	FBtr0113289	protein_coding	0	0	1	80	3	0	0	62	0	9	1	0	0	0	0	0	0	0	0	0	6
CG5028	FBgn0039358	FBtr0113290	protein_coding	0	0	0	81	0	0	0	62	0	13	0	0	0	0	0	0	0	0	0	0	6
CG5028	FBgn0039358	FBtr0113291	protein_coding	0	0	0	51	6	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	6
CG5033	FBgn0028744	FBtr0089550	protein_coding	0	4	1	51	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	4	11
CG5037	FBgn0032222	FBtr0079992	protein_coding	0	4	1	56	1	0	0	32	0	5	1	0	0	0	2	0	0	0	0	3	19
CG5038	FBgn0038324	FBtr0083089	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5039	FBgn0039356	FBtr0084900	protein_coding	0	0	0	76	4	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	37
CG5043	FBgn0032636	FBtr0080980	protein_coding	0	2	2	61	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	2	50
CG5044	FBgn0038326	FBtr0083090	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CG5044	FBgn0038326	FBtr0083091	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CG5045	FBgn0032229	FBtr0080000	protein_coding	0	0	0	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	22
CG5045	FBgn0032229	FBtr0332189	protein_coding	0	0	0	35	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	22
CG5048	FBgn0036437	FBtr0075684	protein_coding	0	0	0	94	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	54
CG5050	FBgn0032637	FBtr0080981	protein_coding	0	0	0	53	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	38
CG5050	FBgn0032637	FBtr0305682	protein_coding	0	0	0	50	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	35
CG5056	FBgn0032231	FBtr0080003	protein_coding	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
CG5059	FBgn0037007	FBtr0078216	protein_coding	0	0	0	16	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	9
CG5059	FBgn0037007	FBtr0078217	protein_coding	0	0	0	13	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	6
CG5059	FBgn0037007	FBtr0078218	protein_coding	0	0	0	13	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	6
CG5059	FBgn0037007	FBtr0078219	protein_coding	0	0	0	16	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	9
CG5059	FBgn0037007	FBtr0331567	protein_coding	0	0	0	13	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	6
CG5062	FBgn0029747	FBtr0070759	protein_coding	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10
CG5065	FBgn0034145	FBtr0087108	protein_coding	0	6	1	127	3	2	5	9	0	78	1	0	0	0	1	0	0	0	0	3	33
CG5065	FBgn0034145	FBtr0302205	protein_coding	0	4	1	43	3	0	0	9	0	8	1	0	0	0	1	0	0	0	0	3	24
CG5065	FBgn0034145	FBtr0302206	protein_coding	0	4	1	96	3	0	3	9	0	32	1	0	0	0	1	0	0	0	0	3	50
CG5065	FBgn0034145	FBtr0306249	protein_coding	0	5	1	123	3	0	7	9	0	69	1	0	0	0	2	0	0	0	0	3	37
CG5065	FBgn0034145	FBtr0306250	protein_coding	0	5	1	115	3	0	3	9	0	52	1	0	0	0	2	0	0	0	0	3	49
CG5068	FBgn0035951	FBtr0076519	protein_coding	0	0	1	23	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	2
CG5068	FBgn0035951	FBtr0333907	protein_coding	0	0	1	23	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	2
CG5070	FBgn0030824	FBtr0074389	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5071	FBgn0039347	FBtr0084884	protein_coding	0	0	0	40	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	26
CG5071	FBgn0039347	FBtr0084885	protein_coding	0	0	0	40	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	26
CG5071	FBgn0039347	FBtr0304805	protein_coding	0	0	0	40	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	26
CG5071	FBgn0039347	FBtr0392910	protein_coding	0	0	0	40	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	26
CG5078	FBgn0037005	FBtr0078208	protein_coding	0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11
CG5079	FBgn0039346	FBtr0084883	protein_coding	0	3	0	35	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3	12
CG5080	FBgn0031313	FBtr0077981	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5080	FBgn0031313	FBtr0077982	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5080	FBgn0031313	FBtr0331289	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5084	FBgn0034288	FBtr0086804	protein_coding	0	0	0	58	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	34
CG5084	FBgn0034288	FBtr0345582	protein_coding	0	0	0	58	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	34
CG5087	FBgn0035953	FBtr0076520	protein_coding	0	0	0	46	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30
CG5087	FBgn0035953	FBtr0333908	protein_coding	0	0	0	46	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	30
CG5089	FBgn0034144	FBtr0087107	protein_coding	0	1	1	55	0	0	1	35	0	0	1	0	0	0	0	0	0	0	0	1	19
CG5096	FBgn0032235	FBtr0080006	protein_coding	0	0	0	56	0	0	2	10	0	1	0	0	0	0	0	0	0	0	0	0	43
CG5098	FBgn0034300	FBtr0086732	protein_coding	0	1	0	47	1	1	3	14	0	3	0	0	0	0	0	0	0	0	0	0	26
CG5098	FBgn0034300	FBtr0113092	protein_coding	0	0	0	46	1	0	2	14	0	1	0	0	0	0	0	0	0	0	0	0	28
CG5098	FBgn0034300	FBtr0329994	protein_coding	0	0	0	46	1	0	2	14	0	1	0	0	0	0	0	0	0	0	0	0	28
CG5098	FBgn0034300	FBtr0346952	protein_coding	0	0	0	46	1	0	2	14	0	1	0	0	0	0	0	0	0	0	0	0	28
CG5103	FBgn0036784	FBtr0075132	protein_coding	0	4	2	163	0	0	0	88	0	0	2	0	0	0	0	0	0	0	0	4	75
CG5104	FBgn0037009	FBtr0078209	protein_coding	0	1	0	11	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	1	2
CG5107	FBgn0039342	FBtr0084879	protein_coding	0	1	0	92	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	1	46
CG5110	FBgn0032642	FBtr0080983	protein_coding	0	2	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2
CG5110	FBgn0032642	FBtr0306162	protein_coding	0	2	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2
CG5111	FBgn0039343	FBtr0084880	protein_coding	0	0	0	154	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	41
CG5112	FBgn0039341	FBtr0084878	protein_coding	0	0	0	56	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	20
CG5114	FBgn0036460	FBtr0075624	protein_coding	0	1	2	51	0	0	1	38	0	0	2	0	0	0	0	0	0	0	0	1	12
CG5114	FBgn0036460	FBtr0309064	protein_coding	0	1	2	51	0	0	1	38	0	0	2	0	0	0	0	0	0	0	0	1	12
CG5116	FBgn0039339	FBtr0084877	protein_coding	0	0	0	17	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3
CG5116	FBgn0039339	FBtr0343172	protein_coding	0	0	0	17	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5122	FBgn0032471	FBtr0080431	protein_coding	0	1	0	52	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	27
CG5126	FBgn0031320	FBtr0077978	protein_coding	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11
CG5131	FBgn0032644	FBtr0080984	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5139	FBgn0031323	FBtr0077977	protein_coding	0	1	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	6
CG5144	FBgn0035957	FBtr0076523	protein_coding	0	0	0	60	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	47
CG5149	FBgn0031904	FBtr0079469	protein_coding	0	5	0	91	2	0	0	43	0	8	0	0	0	0	2	0	0	0	0	3	40
CG5151	FBgn0036576	FBtr0307519	protein_coding	0	0	0	36	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
CG5151	FBgn0036576	FBtr0307520	protein_coding	0	0	0	76	10	0	0	2	0	24	0	0	0	0	0	0	0	0	0	0	40
CG5151	FBgn0036576	FBtr0307521	protein_coding	0	0	0	190	12	0	6	0	0	149	0	0	0	0	0	0	0	0	0	0	23
CG5151	FBgn0036576	FBtr0346525	protein_coding	0	0	0	36	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
CG5157	FBgn0036575	FBtr0075490	protein_coding	0	0	0	20	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	12
CG5160	FBgn0031906	FBtr0079468	protein_coding	0	3	0	153	0	0	7	8	0	104	0	0	0	0	0	0	0	0	0	3	34
CG5160	FBgn0031906	FBtr0302588	protein_coding	0	3	0	133	0	0	3	8	0	59	0	0	0	0	0	0	0	0	0	3	63
CG5162	FBgn0030828	FBtr0074393	protein_coding	1	2	1	10	0	0	1	5	0	0	1	0	0	0	0	1	0	0	0	2	4
CG5162	FBgn0030828	FBtr0340616	protein_coding	1	2	1	10	0	0	1	5	0	0	1	0	0	0	0	1	0	0	0	2	4
CG5171	FBgn0031907	FBtr0079439	protein_coding	0	13	2	59	0	0	4	16	0	0	2	0	0	0	0	0	0	0	0	13	39
CG5171	FBgn0031907	FBtr0079440	protein_coding	0	13	2	59	0	0	3	16	0	1	2	0	0	0	0	0	0	0	0	13	39
CG5171	FBgn0031907	FBtr0302587	protein_coding	0	13	2	86	0	0	0	16	0	9	2	0	0	0	0	0	0	0	0	13	61
CG5171	FBgn0031907	FBtr0334838	protein_coding	0	13	2	55	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	13	39
CG5171	FBgn0031907	FBtr0345288	protein_coding	0	13	2	61	0	0	3	16	0	1	2	0	0	0	0	0	0	0	0	13	41
CG5172	FBgn0030830	FBtr0114539	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5172	FBgn0030830	FBtr0114540	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5174	FBgn0034345	FBtr0086684	protein_coding	0	0	1	76	2	0	0	65	0	5	1	0	0	0	0	0	0	0	0	0	4
CG5174	FBgn0034345	FBtr0086686	protein_coding	0	0	0	77	3	0	0	65	0	5	0	0	0	0	0	0	0	0	0	0	4
CG5174	FBgn0034345	FBtr0086687	protein_coding	0	0	0	77	3	0	0	65	0	5	0	0	0	0	0	0	0	0	0	0	4
CG5174	FBgn0034345	FBtr0086689	protein_coding	0	0	1	76	2	0	0	65	0	5	1	0	0	0	0	0	0	0	0	0	4
CG5174	FBgn0034345	FBtr0086690	protein_coding	0	2	0	76	3	1	1	65	0	0	0	0	0	0	0	0	0	0	0	1	7
CG5174	FBgn0034345	FBtr0301148	protein_coding	0	0	0	67	0	0	0	58	0	5	0	0	0	0	0	0	0	0	0	0	4
CG5174	FBgn0034345	FBtr0301149	protein_coding	0	0	0	77	3	0	0	65	0	5	0	0	0	0	0	0	0	0	0	0	4
CG5174	FBgn0034345	FBtr0306636	protein_coding	0	0	0	77	3	0	0	65	0	5	0	0	0	0	0	0	0	0	0	0	4
CG5174	FBgn0034345	FBtr0306637	protein_coding	0	2	0	76	3	1	1	65	0	0	0	0	0	0	0	0	0	0	0	1	7
CG5174	FBgn0034345	FBtr0340359	protein_coding	0	2	0	76	3	1	1	65	0	0	0	0	0	0	0	0	0	0	0	1	7
CG5177	FBgn0031908	FBtr0079441	protein_coding	0	1	0	60	0	0	0	10	0	15	0	0	0	0	1	0	0	0	0	0	36
CG5177	FBgn0031908	FBtr0332522	protein_coding	0	1	0	60	0	0	0	10	0	15	0	0	0	0	1	0	0	0	0	0	36
CG5180	FBgn0043457	FBtr0273268	protein_coding	0	0	0	22	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	9
CG5180	FBgn0043457	FBtr0340547	protein_coding	0	0	0	22	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	9
CG5181	FBgn0031909	FBtr0079467	protein_coding	0	0	0	41	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	10
CG5188	FBgn0032247	FBtr0080024	protein_coding	0	0	0	21	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	13
CG5189	FBgn0034350	FBtr0086694	protein_coding	0	0	0	18	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10
CG5189	FBgn0034350	FBtr0299805	protein_coding	0	0	0	18	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10
CG5191	FBgn0038803	FBtr0083904	protein_coding	0	0	0	56	0	0	0	14	0	24	0	0	0	0	0	0	0	0	0	0	18
CG5191	FBgn0038803	FBtr0083905	protein_coding	0	0	1	55	0	0	0	14	0	23	1	0	0	0	0	0	0	0	0	0	18
CG5191	FBgn0038803	FBtr0083906	protein_coding	0	0	0	56	0	0	0	14	0	24	0	0	0	0	0	0	0	0	0	0	18
CG5191	FBgn0038803	FBtr0083907	protein_coding	0	0	1	55	0	0	0	14	0	23	1	0	0	0	0	0	0	0	0	0	18
CG5191	FBgn0038803	FBtr0083908	protein_coding	0	0	1	37	0	0	0	14	0	12	1	0	0	0	0	0	0	0	0	0	11
CG5191	FBgn0038803	FBtr0345213	protein_coding	0	0	1	55	0	0	0	14	0	23	1	0	0	0	0	0	0	0	0	0	18
CG5194	FBgn0035955	FBtr0076548	protein_coding	0	0	0	31	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	16
CG5194	FBgn0035955	FBtr0333909	protein_coding	0	0	0	31	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	16
CG5196	FBgn0038039	FBtr0082584	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5196	FBgn0038039	FBtr0082585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5199	FBgn0036994	FBtr0078224	protein_coding	0	0	0	32	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	11
CG5199	FBgn0036994	FBtr0331571	protein_coding	0	0	0	32	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	11
CG5213	FBgn0038345	FBtr0083148	protein_coding	0	0	1	29	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	1
CG5214	FBgn0037891	FBtr0082358	protein_coding	0	0	0	22	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	6
CG5217	FBgn0038694	FBtr0083741	protein_coding	0	0	1	74	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	50
CG5220	FBgn0038471	FBtr0083391	protein_coding	0	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
CG5225	FBgn0038468	FBtr0083389	protein_coding	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	14
CG5235	FBgn0036565	FBtr0075497	protein_coding	0	0	2	8	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	2
CG5235	FBgn0036565	FBtr0333599	protein_coding	0	0	2	8	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	2
CG5245	FBgn0038047	FBtr0082589	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5246	FBgn0038484	FBtr0083405	protein_coding	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5250	FBgn0038691	FBtr0083743	protein_coding	0	0	0	43	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	9
CG5254	FBgn0040383	FBtr0070134	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5254	FBgn0040383	FBtr0343759	protein_coding	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CG5255	FBgn0038485	FBtr0083406	protein_coding	0	0	0	26	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	11
CG5262	FBgn0036988	FBtr0078230	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5262	FBgn0036988	FBtr0310615	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5265	FBgn0038486	FBtr0083407	protein_coding	0	0	0	39	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	11
CG5267	FBgn0034154	FBtr0473617	protein_coding	0	0	0	34	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	20
CG5270	FBgn0037897	FBtr0082387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5273	FBgn0040382	FBtr0070135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5273	FBgn0040382	FBtr0070136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5273	FBgn0040382	FBtr0070137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG5274	FBgn0036987	FBtr0078231	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG5274	FBgn0036987	FBtr0078232	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG5276	FBgn0037900	FBtr0082390	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5276	FBgn0037900	FBtr0339375	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5280	FBgn0035952	FBtr0076552	protein_coding	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21
CG5281	FBgn0037902	FBtr0082391	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5282	FBgn0036986	FBtr0078233	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG5285	FBgn0038490	FBtr0083409	protein_coding	0	0	1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11
CG5287	FBgn0032477	FBtr0080436	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG5290	FBgn0036772	FBtr0075152	protein_coding	0	3	2	38	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	3	33
CG5292	FBgn0038491	FBtr0083410	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CG5292	FBgn0038491	FBtr0337042	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CG5316	FBgn0038704	FBtr0083758	protein_coding	0	0	0	31	8	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	4
CG5316	FBgn0038704	FBtr0083759	protein_coding	0	0	0	31	8	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	4
CG5316	FBgn0038704	FBtr0083760	protein_coding	0	0	0	31	8	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	4
CG5316	FBgn0038704	FBtr0445726	protein_coding	0	0	0	31	8	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	4
CG5321	FBgn0030575	FBtr0290021	protein_coding	0	0	0	29	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5321	FBgn0030575	FBtr0343596	protein_coding	0	0	0	29	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5
CG5323	FBgn0034362	FBtr0086706	protein_coding	0	0	0	87	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	49
CG5326	FBgn0038983	FBtr0084285	protein_coding	0	0	0	105	0	0	0	32	0	52	0	0	0	0	0	0	0	0	0	0	21
CG5327	FBgn0034363	FBtr0086707	protein_coding	0	1	0	67	15	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	21
CG5335	FBgn0034365	FBtr0086708	protein_coding	0	3	0	77	0	0	2	34	0	0	0	0	0	0	0	0	0	0	0	3	41
CG5339	FBgn0034925	FBtr0072220	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG5342	FBgn0037916	FBtr0301159	protein_coding	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5346	FBgn0038981	FBtr0084289	protein_coding	0	6	3	74	7	3	12	11	0	32	3	0	0	0	0	0	0	0	0	3	12
CG5348	FBgn0034156	FBtr0305318	protein_coding	0	2	0	47	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	2	29
CG5348	FBgn0034156	FBtr0305319	protein_coding	0	0	1	48	2	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	29
CG5355	FBgn0032242	FBtr0080047	protein_coding	0	5	1	32	0	0	2	26	0	0	1	0	0	0	0	0	0	0	0	5	4
CG5359	FBgn0037773	FBtr0082215	protein_coding	0	0	0	8	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5359	FBgn0037773	FBtr0300257	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5359	FBgn0037773	FBtr0306611	protein_coding	0	0	0	8	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CG5367	FBgn0032228	FBtr0080055	protein_coding	0	1	0	24	0	0	0	21	0	4	0	0	0	0	1	0	0	0	0	0	0
CG5376	FBgn0038977	FBtr0084292	protein_coding	0	0	0	25	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	16
